Torque;TrappedFuelMassFlow Engine 1 (kg/h)
[Nm];[kg/h]
13.101;1.56574
174.38;26.88
176.814;28.1683
179.22;28.6639
180.074;29.2837
178.639;29.2126
176.681;28.9508
175.467;28.7887
174.392;28.725
172.089;28.6997
171.111;28.6926
169.703;28.6897
168.811;28.6887
167.473;28.6883
166.68;28.6882
165.425;28.6881
164.676;28.6881
163.51;28.6881
162.783;28.6881
