Torque;TrappedFuelMassFlow Engine 1 (kg/h)
[Nm];[kg/h]
13.101;0.530833
174.38;10.6385
176.814;10.6343
179.22;10.7606
180.074;10.8641
178.639;10.8559
176.681;10.7427
175.467;10.6411
174.392;10.5898
172.089;10.505
171.111;10.3903
169.703;10.3464
168.811;10.267
167.473;10.218
166.68;10.1459
165.425;10.1021
164.676;10.0347
163.51;9.9935
162.783;9.92988
