Torque;TrappedFuelMassFlow Engine 1 (kg/h)
[Nm];[kg/h]
11.7618;0.35095
162.865;8.28773
162.835;7.94623
163.919;8.01737
163.203;8.0209
161.262;7.96303
158.315;7.86467
155.513;7.71599
153.938;7.61345
152.61;7.55047
151.652;7.50026
150.638;7.45458
149.832;7.41586
148.94;7.37728
148.22;7.34234
147.398;7.30668
146.723;7.27421
145.946;7.24101
145.316;7.21075
