Torque;TrappedFuelMassFlow Engine 1 (kg/h)
[Nm];[kg/h]
13.101;2.23539
174.38;37.0297
176.814;38.7244
179.22;39.0208
180.074;40.1081
178.639;40.0467
176.681;39.6998
175.467;39.4831
174.392;39.3909
172.089;39.3528
171.111;39.3436
169.703;39.339
168.811;39.3376
167.473;39.3369
166.68;39.3366
165.425;39.3365
164.676;39.3365
163.51;39.3364
162.783;39.3364
