Torque;TrappedFuelMassFlow Engine 1 (kg/h)
[Nm];[kg/h]
13.101;0.937205
174.38;16.323
176.814;16.5361
179.22;16.7196
180.074;17.0077
178.639;17.0371
176.681;16.8747
175.467;16.7368
174.392;16.6689
172.089;16.6418
171.111;16.6315
169.703;16.6277
168.811;16.6262
167.473;16.6257
166.68;16.6255
165.425;16.6254
164.676;16.6254
163.51;16.6254
162.783;16.6254
