Torque;TrappedFuelMassFlow Engine 1 (kg/h)
[Nm];[kg/h]
13.101;1.79744
174.38;31.3897
176.814;32.1146
179.22;32.6599
180.074;33.4627
178.639;33.4079
176.681;33.1308
175.467;32.951
174.392;32.8828
172.089;32.8526
171.111;32.8455
169.703;32.8413
168.811;32.8404
167.473;32.8399
166.68;32.8397
165.425;32.8396
164.676;32.8396
163.51;32.8396
162.783;32.8396
