Torque;TrappedFuelMassFlow Engine 1 (kg/h)
[Nm];[kg/h]
10.3774;10.5642
182.261;34.1296
179.837;34.682
172.033;33.4127
171.007;33.5626
171.013;33.5524
171.023;33.549
171.008;33.5492
171.006;33.5493
171.001;33.5491
171;33.5494
171.004;33.5491
171.002;33.5493
171;33.5492
170.999;33.5493
171.001;33.5492
171.002;33.5492
170.999;33.5491
171.001;33.5493
