Torque;TrappedFuelMassFlow Engine 1 (kg/h)
[Nm];[kg/h]
10.3774;6.62701
182.261;21.3471
179.837;21.8661
172.033;21.2124
171.007;20.9697
171.013;21.0392
171.023;21.0353
171.008;21.0389
171.006;21.0404
171.001;21.0409
171;21.0409
171.004;21.0408
171.002;21.0409
171;21.0407
170.999;21.0407
171.001;21.0409
171.002;21.0409
170.999;21.0408
171.001;21.0408
