Torque;TrappedFuelMassFlow Engine 1 (kg/h)
[Nm];[kg/h]
10.3774;3.24484
182.261;9.9231
179.837;10.9293
172.033;10.6954
171.007;10.6758
171.013;10.7708
171.023;10.7665
171.008;10.7654
171.006;10.7632
171.001;10.7636
171;10.7634
171.004;10.7638
171.002;10.7633
171;10.7638
170.999;10.7635
171.001;10.7634
171.002;10.7635
170.999;10.7635
171.001;10.7639
