Torque;TrappedFuelMassFlow Engine 1 (kg/h)
[Nm];[kg/h]
10.3774;10.8582
182.261;34.2608
179.837;34.7595
172.033;34.1339
171.007;34.0052
171.013;33.9827
171.023;33.9801
171.008;33.9799
171.006;33.9799
171.001;33.9801
171;33.9795
171.004;33.98
171.002;33.9799
171;33.9799
170.999;33.9797
171.001;33.9797
171.002;33.9802
170.999;33.9797
171.001;33.9801
