Torque;TrappedFuelMassFlow Engine 1 (kg/h)
[Nm];[kg/h]
10.3774;10.9825
182.261;34.1141
179.837;35.0011
172.033;34.75
171.007;34.6206
171.013;34.6056
171.023;34.607
171.008;34.6079
171.006;34.6079
171.001;34.6079
171;34.608
171.004;34.6079
171.002;34.6081
171;34.6081
170.999;34.6078
171.001;34.608
171.002;34.6079
170.999;34.608
171.001;34.6078
