330 0 
340 0.15 
350 0.74 
359.545 1.74817 
369.091 2.84589 
378.636 4.00089 
388.182 5.08908 
397.727 6.12953 
407.273 7.0268 
416.818 7.79999 
426.364 8.42044 
435.909 8.87862 
445.455 9.13635 
455 9.19362 
464.545 9.05999 
474.091 8.76408 
483.636 8.2868 
493.182 7.64726 
502.727 6.84544 
512.273 5.96726 
521.818 5.06044 
531.364 3.9818 
540.909 2.85544 
550.455 1.72908 
560 0.764985 
570 0.17 
580 0.05 
590 0 
