130 0 
140 0.2 
150 0.91 
160 1.98 
170 3.21 
180 4.39 
190 5.53 
200 6.54 
210 7.44 
220 8.17 
230 8.71 
240 9.07 
250 9.32 
260 9.32 
270 9.01 
280 8.58 
290 7.94 
300 7.06 
310 6.05 
320 5.04 
330 3.92 
340 2.78 
350 1.42 
360 0.72 
370 0.18 
380 0.06 
390 0 
